country,survey_name,survey_year,wave_or_round,source_file,observation_level,variable_name,variable_label,question_wording,response_categories,value_labels,unit,recall_period,missing_value_codes,proposed_concept,candidate_role,comparability_confidence,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2011,2011,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2011/household/hh6b.dta,household,h621_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1"": ""Yes"", ""2"": ""No""}","{""1"": ""Yes"", ""2"": ""No""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2012,2012,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2012/household/hh6b.sav,household,h621_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2012,2012,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2012/household/hh6b.dta,household,h621_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2013/household/hh4b.sav,household,h403,How much Soms did your HH spent for non-food expenses in last 12 months,How much Soms did your HH spent for non-food expenses in last 12 months,{},{},Som,last 12 months,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/household/hh4a.dta,household,h401c,Total expenses in Soms in the last 12 months,Total expenses in Soms in the last 12 months,{},{},Som,last 12 months,none documented in value labels,food expenditure,outcome,high,Food expenditure amount in the LiK food-item module; companion food_item variable defines the item roster.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/household/hh4b.dta,household,h403,How much Soms did your HH spent for non-food expenses in last 12 months,How much Soms did your HH spent for non-food expenses in last 12 months,{},{},Som,last 12 months,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Household/hh6b.sav,household,h621_6,"current expenditures (food, electricity, rent...)","current expenditures (food, electricity, rent...)",{},{},not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Household/hh4a.dta,household,h401c,Total expenses in soms: your HH's spending in the last 12 months,Total expenses in soms: your HH's spending in the last 12 months,{},{},Som,last 12 months,none documented in value labels,food expenditure,outcome,high,Food expenditure amount in the LiK food-item module; companion food_item variable defines the item roster.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Household/hh6b.dta,household,h621_6,"current expenditures (food, electricity, rent...)","current expenditures (food, electricity, rent...)",{},{},not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh4a.dta,household,h401c,Total expenses on the following items hh bought during the last 12 months,Total expenses on the following items hh bought during the last 12 months,{},{},not stated in metadata,last 12 months,none documented in value labels,food expenditure,outcome,high,Food expenditure amount in the LiK food-item module; companion food_item variable defines the item roster.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh4b.dta,household,nfitem,Non-food expenditure item,Non-food expenditure item,"{""1"": ""Clothing, accessories and hats"", ""2"": ""Shoes"", ""3"": ""Fabrics"", ""4"": ""Soap, detergents"", ""5"": ""Personal care items and cosmetics"", ""6"": ""Medicines"", ""7"": ""Medical care, dental care"", ""8"": ""Cell phone fees"", ""9"": ""Stationary phone fees"", ""10"": ""Transportation services"", ""11"": ""Electricity bills"", ""12"": ""Cold water and sewage"", ""13"": ""Hot water"", ""14"": ""Central heating"", ""15"": ""Gas (natural and liquefied)"", ""16"": ""Petrol/diesel and other fuel for private vehicle"", ""17"": ""Coal and other solid fuel for heating"", ""18"": ""Taxes (income, land, etc) and social benefit plan contributions"", ""19"": ""Entertainment, recreation, eating out"", ""20"": ""Celebrations, funerals, rituals"", ""21"": ""Expenses for higher education, post-secondary education, sport sections, clubs, etc. (except school expenses)"", ""22"": ""Cable TV and Internet"", ""23"": ""Construction and maintenance/repair of housing"", ""24"": ""Maintenance and repair of household vehicles and appliances"", ""25"": ""Jewellery"", ""26"": ""Kitchen utensils and household goods"", ""27"": ""Building materials, plumbing"", ""28"": ""Furniture and other interior equipments"", ""29"": ""TV and radio equipment and spare parts"", ""30"": ""Electric and household appliances"", ""31"": ""Computers and office equipment"", ""32"": ""Auto vehicles"", ""33"": ""Other non-food goods and services""}","{""1"": ""Clothing, accessories and hats"", ""2"": ""Shoes"", ""3"": ""Fabrics"", ""4"": ""Soap, detergents"", ""5"": ""Personal care items and cosmetics"", ""6"": ""Medicines"", ""7"": ""Medical care, dental care"", ""8"": ""Cell phone fees"", ""9"": ""Stationary phone fees"", ""10"": ""Transportation services"", ""11"": ""Electricity bills"", ""12"": ""Cold water and sewage"", ""13"": ""Hot water"", ""14"": ""Central heating"", ""15"": ""Gas (natural and liquefied)"", ""16"": ""Petrol/diesel and other fuel for private vehicle"", ""17"": ""Coal and other solid fuel for heating"", ""18"": ""Taxes (income, land, etc) and social benefit plan contributions"", ""19"": ""Entertainment, recreation, eating out"", ""20"": ""Celebrations, funerals, rituals"", ""21"": ""Expenses for higher education, post-secondary education, sport sections, clubs, etc. (except school expenses)"", ""22"": ""Cable TV and Internet"", ""23"": ""Construction and maintenance/repair of housing"", ""24"": ""Maintenance and repair of household vehicles and appliances"", ""25"": ""Jewellery"", ""26"": ""Kitchen utensils and household goods"", ""27"": ""Building materials, plumbing"", ""28"": ""Furniture and other interior equipments"", ""29"": ""TV and radio equipment and spare parts"", ""30"": ""Electric and household appliances"", ""31"": ""Computers and office equipment"", ""32"": ""Auto vehicles"", ""33"": ""Other non-food goods and services""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh6b.dta,household,h628a_6,"Current expenditures (food, utilities, rent, etc.)","Current expenditures (food, utilities, rent, etc.)",{},{},not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i251_1,Were you worried that you wouldn't have enough food due to lack of money?,Were you worried that you wouldn't have enough food due to lack of money?,"{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}","{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}",not stated in metadata,last 12 months (questionnaire battery introduction),88; 99,food insecurity,outcome,high,One of eight LiK 2019 food-insecurity experience items; individual response must be aggregated or the unit changed explicitly.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i251_2,Have you been unable to eat healthy and nutritious food due to lack of money?,Have you been unable to eat healthy and nutritious food due to lack of money?,"{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}","{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}",not stated in metadata,last 12 months (questionnaire battery introduction),88; 99,food insecurity,outcome,high,One of eight LiK 2019 food-insecurity experience items; individual response must be aggregated or the unit changed explicitly.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i251_3,Have you eaten only a few types of food due to lack of money or other resources?,Have you eaten only a few types of food due to lack of money or other resources?,"{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}","{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}",not stated in metadata,last 12 months (questionnaire battery introduction),88; 99,food insecurity,outcome,high,One of eight LiK 2019 food-insecurity experience items; individual response must be aggregated or the unit changed explicitly.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i251_4,Have you missed a meal because you don't have enough money or other resources?,Have you missed a meal because you don't have enough money or other resources?,"{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}","{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}",not stated in metadata,last 12 months (questionnaire battery introduction),88; 99,food insecurity,outcome,high,One of eight LiK 2019 food-insecurity experience items; individual response must be aggregated or the unit changed explicitly.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i251_5,Have you eaten less than you should have due to lack of money or other resources,Have you eaten less than you should have due to lack of money or other resources,"{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}","{""1"": ""Yes, many times"", ""2"": ""Yes, 1-2 times"", ""3"": ""No, never"", ""88"": ""Refuse to answer"", ""99"": ""Don't know""}",not stated in metadata,last 12 months (questionnaire battery introduction),88; 99,food insecurity,outcome,high,One of eight LiK 2019 food-insecurity experience items; individual response must be aggregated or the unit changed explicitly.
