country,survey_name,survey_year,wave_or_round,source_file,observation_level,variable_name,variable_label,question_wording,response_categories,value_labels,unit,recall_period,missing_value_codes,proposed_concept,candidate_role,comparability_confidence,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h633_1,who manages the money sent by migrants to your household?   id codes,who manages the money sent by migrants to your household?   id codes,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h633_2,who manages the money sent by migrants to your household?   id codes,who manages the money sent by migrants to your household?   id codes,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h6341c,carried by migrant(s) when visiting home  currency,carried by migrant(s) when visiting home  currency,"{""1.0"": ""som"", ""2.0"": ""us-dollar"", ""3.0"": ""rouble"", ""4.0"": ""euro"", ""5.0"": ""other""}","{""1.0"": ""som"", ""2.0"": ""us-dollar"", ""3.0"": ""rouble"", ""4.0"": ""euro"", ""5.0"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h6341s,carried by migrant(s) when visiting home  amount,carried by migrant(s) when visiting home  amount,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h635,"within the last 12 months, did any [nonhhm-migrants] send/ bring goods to this h","within the last 12 months, did any [nonhhm-migrants] send/ bring goods to this h","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h636c,how much would it cost to buy the goods sent by [hhm-migrants] here?  currency,how much would it cost to buy the goods sent by [hhm-migrants] here?  currency,"{""1.0"": ""som"", ""2.0"": ""us-dollar"", ""3.0"": ""rouble"", ""4.0"": ""euro"", ""5.0"": ""other""}","{""1.0"": ""som"", ""2.0"": ""us-dollar"", ""3.0"": ""rouble"", ""4.0"": ""euro"", ""5.0"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h636s,how much would it cost to buy the goods sent by [hhm-migrants] here?  amount,how much would it cost to buy the goods sent by [hhm-migrants] here?  amount,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h639,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h639_1,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h639_2,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h639_3,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h640_c,how much money did you send to migrants who are members of your household?  curr,how much money did you send to migrants who are members of your household?  curr,"{""1.0"": ""som"", ""2.0"": ""us-dollar"", ""3.0"": ""rouble"", ""4.0"": ""euro"", ""5.0"": ""other""}","{""1.0"": ""som"", ""2.0"": ""us-dollar"", ""3.0"": ""rouble"", ""4.0"": ""euro"", ""5.0"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h640_s,how much money did you send to migrants who are members of your household?  sum,how much money did you send to migrants who are members of your household?  sum,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_1,what did migrants spend the money on?  educational expenses,what did migrants spend the money on?  educational expenses,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_10,what did migrants spend the money on?  other,what did migrants spend the money on?  other,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_2,what did migrants spend the money on?  medical expenses,what did migrants spend the money on?  medical expenses,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_3,what did migrants spend the money on?  wedding,what did migrants spend the money on?  wedding,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_4,what did migrants spend the money on?  funeral,what did migrants spend the money on?  funeral,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_5,what did migrants spend the money on?  investment in enterprise,what did migrants spend the money on?  investment in enterprise,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_6,what did migrants spend the money on?  purchase of durable goods,what did migrants spend the money on?  purchase of durable goods,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_7,"what did migrants spend the money on?  current expenditures (food, electricity,","what did migrants spend the money on?  current expenditures (food, electricity,","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_8,what did migrants spend the money on?  helped other households,what did migrants spend the money on?  helped other households,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_9,what did migrants spend the money on?  saving,what did migrants spend the money on?  saving,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h642,did you send money to any migrant who isn't a member of household during last 12,did you send money to any migrant who isn't a member of household during last 12,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6a2.sav,household,h610,"did [name] register at the ministry of labour, employment and migration before l","did [name] register at the ministry of labour, employment and migration before l","{""1.0"": ""yes"", ""2.0"": ""no"", ""99.0"": ""don't know""}","{""1.0"": ""yes"", ""2.0"": ""no"", ""99.0"": ""don't know""}",not stated in metadata,,99.0,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6a2.sav,household,migr_pid,id migration,id migration,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6a2.sav,household,n6a,identifying if household has 1 or 2 migrants,identifying if household has 1 or 2 migrants,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/community/cm1.dta,community,c103,"What is a proportion of households that have migrants abroad, in %?","What is a proportion of households that have migrants abroad, in %?",{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h616,"during the last 12 months, did you receive any money from abroad sent by migrant","during the last 12 months, did you receive any money from abroad sent by migrant","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h616_1,"during the last 12 months, did you receive any money from abroad sent by migrant","during the last 12 months, did you receive any money from abroad sent by migrant",{},{},not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h616_2,"during the last 12 months, did you receive any money from abroad sent by migrant","during the last 12 months, did you receive any money from abroad sent by migrant",{},{},not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h616_3,"during the last 12 months, did you receive any money from abroad sent by migrant","during the last 12 months, did you receive any money from abroad sent by migrant",{},{},not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h617c,how much money did [hhm-migrants] send during the last 12 months?  currency,how much money did [hhm-migrants] send during the last 12 months?  currency,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h617s,how much money did [hhm-migrants] send during the last 12 months?  amount,how much money did [hhm-migrants] send during the last 12 months?  amount,{},{},not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h617t,how much money did [hhm-migrants] send during the last 12 months?  time period,how much money did [hhm-migrants] send during the last 12 months?  time period,"{""1"": ""week"", ""2"": ""month"", ""3"": ""year""}","{""1"": ""week"", ""2"": ""month"", ""3"": ""year""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h618,how many times within the last 12 months did [hhm-migrants] send/bring money?,how many times within the last 12 months did [hhm-migrants] send/bring money?,"{""1"": ""once"", ""2"": ""2-3 times"", ""3"": ""4-5 times"", ""4"": ""6-10 times"", ""5"": ""11-12 times"", ""6"": ""more than 12 times""}","{""1"": ""once"", ""2"": ""2-3 times"", ""3"": ""4-5 times"", ""4"": ""6-10 times"", ""5"": ""11-12 times"", ""6"": ""more than 12 times""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h619,did you receive the money sent by [hhm-migrants] always at the same point of tim,did you receive the money sent by [hhm-migrants] always at the same point of tim,"{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}","{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h620,was the amount of money that you received from [hhm-migrants] always roughly the,was the amount of money that you received from [hhm-migrants] always roughly the,"{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}","{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h622_1,who manages the money sent by migrants to your household?   id codes,who manages the money sent by migrants to your household?   id codes,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h622_2,who manages the money sent by migrants to your household?   id codes,who manages the money sent by migrants to your household?   id codes,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h6231c,carried by migrant(s) when visiting home  currency,carried by migrant(s) when visiting home  currency,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h6231s,carried by migrant(s) when visiting home  amount,carried by migrant(s) when visiting home  amount,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h624,"within the last 12 months, did any [hhm-migrants] send/ bring goods to this hous","within the last 12 months, did any [hhm-migrants] send/ bring goods to this hous","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h625c,how much would it cost to buy the goods sent by [hhm-migrants] here?  currency,how much would it cost to buy the goods sent by [hhm-migrants] here?  currency,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h625s,how much would it cost to buy the goods sent by [hhm-migrants] here?  amount,how much would it cost to buy the goods sent by [hhm-migrants] here?  amount,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h626,"during the last 12 months, did you receive any money from abroad sent by migrant","during the last 12 months, did you receive any money from abroad sent by migrant","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h628c,how much money did [nonhhm-migrants] send during the last 12 months?  currency,how much money did [nonhhm-migrants] send during the last 12 months?  currency,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h628s,how much money did [nonhhm-migrants] send during the last 12 months?  amount,how much money did [nonhhm-migrants] send during the last 12 months?  amount,{},{},not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h628t,how much money did [nonhhm-migrants] send during the last 12 months?  time perio,how much money did [nonhhm-migrants] send during the last 12 months?  time perio,"{""1"": ""week"", ""2"": ""month"", ""3"": ""year""}","{""1"": ""week"", ""2"": ""month"", ""3"": ""year""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h629,how many times within the last 12 months did [nonhhm-migrants] send/bring money?,how many times within the last 12 months did [nonhhm-migrants] send/bring money?,"{""1"": ""once"", ""2"": ""2-3 times"", ""3"": ""4-5 times"", ""4"": ""6-10 times"", ""5"": ""11-12 times"", ""6"": ""more than 12 times""}","{""1"": ""once"", ""2"": ""2-3 times"", ""3"": ""4-5 times"", ""4"": ""6-10 times"", ""5"": ""11-12 times"", ""6"": ""more than 12 times""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h630,did you receive the money sent by [nonhhm-migrants] always at the same point of,did you receive the money sent by [nonhhm-migrants] always at the same point of,"{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}","{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h631,was the amount of money that you received from [hhm-migrants] always roughly the,was the amount of money that you received from [hhm-migrants] always roughly the,"{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}","{""1"": ""yes"", ""2"": ""no"", ""3"": ""different for different senders""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
